iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"160,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SLF","SUN LIFE FINANCIAL INC","Financials","Equity","7,861,158.59","0.04","7,861,158.59","139,329.00","56.42","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","7,820,955.61","0.04","7,820,955.61","43,003.00","181.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","7,816,363.36","0.04","7,816,363.36","60,112.00","130.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","7,812,473.25","0.04","7,812,473.25","133,205.00","58.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"7751","CANON INC","Information Technology","Equity","7,763,745.16","0.04","7,763,745.16","235,200.00","33.01","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","7,746,129.56","0.04","7,746,129.56","86,957.00","89.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","7,703,320.94","0.04","7,703,320.94","29,134.00","264.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"2914","JAPAN TOBACCO INC","Consumer Staples","Equity","7,698,717.73","0.04","7,698,717.73","290,000.00","26.55","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"EOAN","E.ON N","Utilities","Equity","7,685,265.15","0.04","7,685,265.15","541,294.00","14.20","Germany","Xetra","USD","0.92","EUR","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","7,677,734.16","0.04","7,677,734.16","46,218.00","166.12","United States","NASDAQ","USD","1.00","USD","-"
"CABK","CAIXABANK SA","Financials","Equity","7,666,486.72","0.04","7,666,486.72","988,680.00","7.75","Spain","Bolsa De Madrid","USD","0.92","EUR","-"
"LR","LEGRAND SA","Industrials","Equity","7,622,371.94","0.04","7,622,371.94","66,564.00","114.51","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"PETR4","PETROLEO BRASILEIRO PREF SA","Energy","Equity","7,617,760.07","0.04","7,617,760.07","1,198,312.00","6.36","Brazil","XBSP","USD","5.69","BRL","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","7,604,231.80","0.04","7,604,231.80","51,860.00","146.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","7,582,615.04","0.04","7,582,615.04","11,836.00","640.64","United States","NASDAQ","USD","1.00","USD","-"
"ASSA B","ASSA ABLOY B","Industrials","Equity","7,552,936.18","0.04","7,552,936.18","245,851.00","30.72","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"3382","SEVEN & I HOLDINGS LTD","Consumer Staples","Equity","7,528,633.26","0.04","7,528,633.26","518,300.00","14.53","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","7,511,196.00","0.04","7,511,196.00","35,472.00","211.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","Financials","Equity","7,449,193.48","0.04","7,449,193.48","1,198,985.00","6.21","Brazil","XBSP","USD","5.69","BRL","-"
"4519","CHUGAI PHARMACEUTICAL LTD","Health Care","Equity","7,445,592.17","0.04","7,445,592.17","161,200.00","46.19","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","7,425,382.78","0.04","7,425,382.78","76,033.00","97.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","7,414,526.88","0.04","7,414,526.88","156,888.00","47.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","7,397,417.28","0.04","7,397,417.28","124,872.00","59.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","7,385,385.00","0.04","7,385,385.00","57,030.00","129.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOL","DOLLARAMA INC","Consumer Discretionary","Equity","7,358,223.77","0.04","7,358,223.77","69,978.00","105.15","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"AXISBANK","AXIS BANK LTD","Financials","Equity","7,328,050.55","0.04","7,328,050.55","615,079.00","11.91","India","National Stock Exchange Of India","USD","86.80","INR","-"
"VMC","VULCAN MATERIALS","Materials","Equity","7,295,707.80","0.04","7,295,707.80","31,035.00","235.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","7,289,897.58","0.04","7,289,897.58","141,113.00","51.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","7,271,324.94","0.04","7,271,324.94","14,878.00","488.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","7,269,720.20","0.04","7,269,720.20","59,065.00","123.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Financials","Equity","7,250,041.40","0.04","7,250,041.40","322,100.00","22.51","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"EFX","EQUIFAX INC","Industrials","Equity","7,227,020.80","0.04","7,227,020.80","30,080.00","240.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","7,214,849.18","0.04","7,214,849.18","41,129.00","175.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","7,203,129.73","0.04","7,203,129.73","49,859.00","144.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","7,198,613.66","0.04","7,198,613.66","39,206.00","183.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","7,184,960.46","0.04","7,184,960.46","130,021.00","55.26","United States","NASDAQ","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","7,182,451.92","0.04","7,182,451.92","71,304.00","100.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Equity","7,168,382.06","0.04","7,168,382.06","5,108.00","1,403.36","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","7,160,186.70","0.04","7,160,186.70","27,330.00","261.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBCA","BANK CENTRAL ASIA","Financials","Equity","7,149,169.51","0.04","7,149,169.51","13,633,300.00","0.52","Indonesia","Indonesia Stock Exchange","USD","16,400.00","IDR","-"
"TSCO","TESCO PLC","Consumer Staples","Equity","7,142,335.22","0.04","7,142,335.22","1,696,688.00","4.21","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"1180","THE SAUDI NATIONAL BANK","Financials","Equity","7,141,789.76","0.04","7,141,789.76","754,515.00","9.47","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"6367","DAIKIN INDUSTRIES LTD","Industrials","Equity","7,121,862.48","0.04","7,121,862.48","63,300.00","112.51","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","7,116,400.48","0.04","7,116,400.48","11,608.00","613.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","7,106,349.50","0.04","7,106,349.50","68,350.00","103.97","United States","NASDAQ","USD","1.00","USD","-"
"M&M","MAHINDRA AND MAHINDRA LTD","Consumer Discretionary","Equity","7,096,428.75","0.04","7,096,428.75","227,706.00","31.16","India","National Stock Exchange Of India","USD","86.80","INR","-"
"FNV","FRANCO NEVADA CORP","Materials","Equity","7,096,989.27","0.04","7,096,989.27","46,066.00","154.06","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"8750","DAI-ICHI LIFE HOLDINGS INC","Financials","Equity","7,088,817.69","0.04","7,088,817.69","230,600.00","30.74","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","7,065,395.10","0.04","7,065,395.10","46,170.00","153.03","United States","NASDAQ","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","7,049,341.53","0.04","7,049,341.53","132,681.00","53.13","United States","NASDAQ","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","7,031,132.72","0.04","7,031,132.72","30,376.00","231.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANSS","ANSYS INC","Information Technology","Equity","7,005,922.00","0.04","7,005,922.00","21,560.00","324.95","United States","NASDAQ","USD","1.00","USD","-"
"HO","THALES SA","Industrials","Equity","6,983,277.43","0.04","6,983,277.43","25,741.00","271.29","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","6,971,650.80","0.04","6,971,650.80","58,605.00","118.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","6,959,596.64","0.04","6,959,596.64","57,958.00","120.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","6,918,524.10","0.04","6,918,524.10","96,966.00","71.35","United States","NASDAQ","USD","1.00","USD","-"
"DSY","DASSAULT SYSTEMES","Information Technology","Equity","6,881,676.36","0.04","6,881,676.36","160,946.00","42.76","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"8630","SOMPO HOLDINGS INC","Financials","Equity","6,867,095.21","0.04","6,867,095.21","219,400.00","31.30","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"NOKIA","NOKIA","Information Technology","Equity","6,866,490.66","0.04","6,866,490.66","1,283,219.00","5.35","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.92","EUR","Jan 01, 1998"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","6,845,740.14","0.04","6,845,740.14","39,418.00","173.67","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","6,841,586.44","0.04","6,841,586.44","47,242.00","144.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","6,813,105.43","0.04","6,813,105.43","46,313.00","147.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Equity","6,794,471.21","0.04","6,794,471.21","393,291.00","17.28","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"6752","PANASONIC HOLDINGS CORP","Consumer Discretionary","Equity","6,775,079.93","0.04","6,775,079.93","553,500.00","12.24","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"005935","SAMSUNG ELECTRONICS NON VOTING PRE","Information Technology","Equity","6,762,985.12","0.04","6,762,985.12","206,353.00","32.77","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","Jun 07, 1993"
"HPQ","HP INC","Information Technology","Equity","6,758,377.43","0.04","6,758,377.43","233,773.00","28.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","6,758,009.28","0.04","6,758,009.28","118,624.00","56.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"6954","FANUC CORP","Industrials","Equity","6,752,250.53","0.04","6,752,250.53","231,300.00","29.19","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","Equity","6,733,500.31","0.04","6,733,500.31","463,167.00","14.54","Australia","Asx - All Markets","USD","1.57","AUD","-"
"DTE","DTE ENERGY","Utilities","Equity","6,712,878.00","0.04","6,712,878.00","49,505.00","135.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"6981","MURATA MANUFACTURING LTD","Information Technology","Equity","6,702,453.47","0.04","6,702,453.47","398,300.00","16.83","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"SLHN","SWISS LIFE HOLDING AG","Financials","Equity","6,686,203.46","0.04","6,686,203.46","7,558.00","884.65","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"BAJFINANCE","BAJAJ FINANCE LTD","Financials","Equity","6,669,742.15","0.04","6,669,742.15","67,473.00","98.85","India","National Stock Exchange Of India","USD","86.80","INR","-"
"STT","STATE STREET CORP","Financials","Equity","6,646,426.71","0.04","6,646,426.71","75,691.00","87.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL PLC","Financials","Equity","6,643,964.49","0.03","6,643,964.49","663,319.00","10.02","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"9432","NIPPON TELEGRAPH AND TELEPHONE COR","Communication","Equity","6,640,927.14","0.03","6,640,927.14","6,675,300.00","0.99","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","6,635,337.50","0.03","6,635,337.50","96,514.00","68.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","6,599,718.30","0.03","6,599,718.30","215,255.00","30.66","United States","NASDAQ","USD","1.00","USD","-"
"6301","KOMATSU LTD","Industrials","Equity","6,566,610.57","0.03","6,566,610.57","215,500.00","30.47","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"CBK","COMMERZBANK AG","Financials","Equity","6,532,164.96","0.03","6,532,164.96","248,381.00","26.30","Germany","Xetra","USD","0.92","EUR","-"
"AHT","ASHTEAD GROUP PLC","Industrials","Equity","6,482,618.76","0.03","6,482,618.76","114,957.00","56.39","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","6,466,605.96","0.03","6,466,605.96","59,153.00","109.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ML","MICHELIN","Consumer Discretionary","Equity","6,458,743.43","0.03","6,458,743.43","174,551.00","37.00","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","6,453,555.84","0.03","6,453,555.84","41,841.00","154.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","6,448,786.26","0.03","6,448,786.26","4,814.00","1,339.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","6,426,288.60","0.03","6,426,288.60","72,084.00","89.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAP","CAPGEMINI","Information Technology","Equity","6,422,497.29","0.03","6,422,497.29","40,500.00","158.58","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","6,368,998.14","0.03","6,368,998.14","5,157.00","1,235.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"9888","BAIDU CLASS A INC","Communication","Equity","6,320,573.95","0.03","6,320,573.95","533,510.00","11.85","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"DOV","DOVER CORP","Industrials","Equity","6,310,656.32","0.03","6,310,656.32","34,492.00","182.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","6,311,695.17","0.03","6,311,695.17","168,267.00","37.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEI","HEIDELBERG MATERIALS AG","Materials","Equity","6,294,386.13","0.03","6,294,386.13","32,644.00","192.82","Germany","Xetra","USD","0.92","EUR","-"
"PPL","PPL CORP","Utilities","Equity","6,291,568.80","0.03","6,291,568.80","178,992.00","35.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","6,271,106.82","0.03","6,271,106.82","149,241.00","42.02","United States","NASDAQ","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","6,267,119.68","0.03","6,267,119.68","55,052.00","113.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","6,266,121.89","0.03","6,266,121.89","160,711.00","38.99","United States","NASDAQ","USD","1.00","USD","-"
"STLAM","STELLANTIS NV","Consumer Discretionary","Equity","6,266,266.75","0.03","6,266,266.75","501,973.00","12.48","Italy","Borsa Italiana","USD","0.92","EUR","-"
"BMW","BMW AG","Consumer Discretionary","Equity","6,254,561.84","0.03","6,254,561.84","68,552.00","91.24","Germany","Xetra","USD","0.92","EUR","-"
"KFH","KUWAIT FINANCE HOUSE","Financials","Equity","6,222,761.69","0.03","6,222,761.69","2,472,243.00","2.52","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"NTR","NUTRIEN LTD","Materials","Equity","6,193,453.90","0.03","6,193,453.90","118,845.00","52.11","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","6,177,215.40","0.03","6,177,215.40","34,295.00","180.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RIO","RIO TINTO LTD","Materials","Equity","6,154,957.27","0.03","6,154,957.27","81,016.00","75.97","Australia","Asx - All Markets","USD","1.57","AUD","Jan 02, 1985"
"6723","RENESAS ELECTRONICS CORP","Information Technology","Equity","6,155,911.55","0.03","6,155,911.55","397,200.00","15.50","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","6,139,572.50","0.03","6,139,572.50","108,665.00","56.50","United States","NASDAQ","USD","1.00","USD","-"
